Recognised Vehicle Name,Brand,Model,Year,Category,Engine,Transmission,Mileage km per full tank,Hybrid,Fuel Type,Oil Consumption Km per L,Boot Space L,Airbags,Seating Capacity,Fuel Tank Capacity L,Common Errors,Similar Vehicles,Market Price LKR
Nissan Leaf 2023,Nissan,Leaf,2023,Pickup,2.4L I4,Automatic,471,No,Petrol,16.9,289,10,6,40,AC compressor failure; Turbocharger lag; Brake pad wear prematurely; Timing chain stretch; Airbag sensor warning,BMW X3; Land Rover Range Rover Sport; Audi A6,7437240.00
Honda Civic 2000,Honda,Civic,2000,Pickup,4.0L V8,CVT,896,No,Petrol,10,792,2,2,60,Battery degradation; Starter motor issues; Oil leak from valve cover; Brake pad wear prematurely; DPF clogging (diesel),Porsche Cayenne; Hyundai Santa Fe; Ford Edge,360000.00
Honda Fit 2020,Honda,Fit,2020,Coupe,1.5L I4,Automatic,850,No,Diesel,17.6,567,6,4,65,Exhaust manifold crack; Infotainment touchscreen lag; Starter motor issues; Oil leak from valve cover; Battery degradation,Honda Accord; Toyota Corolla Cross; Ford EcoSport,4416840.00
Mazda CX-3 2018,Mazda,CX-3,2018,Sedan,1.0L I3,6-Speed Automatic,603,No,Diesel,17.1,760,2,2,80,Hybrid battery cell imbalance; Window regulator failure; Power steering leak; Fuel injector clogging; Oil leak from valve cover,Audi Q7; Mitsubishi Eclipse Cross; Porsche Macan,4460040.00
Volkswagen Arteon 2021,Volkswagen,Arteon,2021,Pickup,1.6L I4,6-Speed Automatic,739,No,Diesel,11.1,583,4,2,40,Hybrid battery cell imbalance; Power steering leak; Window regulator failure; Airbag sensor warning; Suspension noise,Kia EV6; Toyota RAV4; Audi A3,4023720.00
Mercedes-Benz G-Class 2011,Mercedes-Benz,G-Class,2011,Crossover,1.0L I3,Manual,508,No,Petrol,9.3,600,4,5,45,Window regulator failure; Coolant leak; Fuel injector clogging; Suspension noise; Oil leak from valve cover,BMW 5 Series; Chevrolet Tahoe; Audi A6,2795760.00
Audi Q3 2010,Audi,Q3,2010,Sedan,1.5L I4,Manual,777,No,Petrol,14.4,631,2,5,55,AC compressor failure; Coolant leak; Exhaust manifold crack; DPF clogging (diesel); Fuel injector clogging,Toyota Prius; Chevrolet Tahoe; Nissan Juke,1411200.00
Honda Odyssey 2012,Honda,Odyssey,2012,SUV,Electric Motor (single),Automatic,303,No,Diesel,,542,8,5,,Exhaust manifold crack; Coolant leak; Airbag sensor warning; Window regulator failure; Infotainment touchscreen lag,BMW 5 Series; Honda Pilot; Mercedes-Benz GLS,2199240.00
Mazda 6 2012,Mazda,6,2012,Pickup,1.2L I4,Automatic,614,No,Diesel,16,344,8,5,65,Head gasket issue; Suspension noise; Turbocharger lag; Fuel injector clogging; Window regulator failure,Toyota Yaris; Nissan Navara; Toyota Corolla,1734120.00
Jeep Wrangler 2002,Jeep,Wrangler,2002,Pickup,3.5L V6,Automatic,765,No,Petrol,9.9,372,2,8,90,Suspension noise; Turbocharger lag; Battery degradation; Head gasket issue; Alternator failure,Porsche 911; Toyota Camry; Subaru Legacy,991440.00
Porsche 911 2013,Porsche,911,2013,Sports,1.5L I4,Manual,623,No,Petrol,13.5,283,10,5,90,Window regulator failure; Power steering leak; Suspension noise; Alternator failure; Hybrid battery cell imbalance,Jaguar XF; Ford Explorer; Ford Escape,3223440.00
Kia Sorento 2015,Kia,Sorento,2015,Sports,2.0L I4,Manual,592,No,Petrol,17.1,691,4,7,60,Infotainment touchscreen lag; Transmission jerking; Oil leak from valve cover; Alternator failure; Starter motor issues,Mitsubishi Eclipse Cross; Mercedes-Benz E-Class; Toyota Corolla,1547280.00
Ford Explorer 2017,Ford,Explorer,2017,MPV,2.0L I4,8-Speed Automatic,674,No,Diesel,17.8,338,4,2,60,Turbocharger lag; Fuel injector clogging; Exhaust manifold crack; Power steering leak; Coolant leak,Audi A3; Chevrolet Camaro; Jaguar F-Pace,3663360.00
Nissan Altima 2013,Nissan,Altima,2013,Pickup,3.5L V6,8-Speed Automatic,758,Yes,Petrol,14.3,213,4,2,55,Oil leak from valve cover; Fuel injector clogging; Starter motor issues; Timing chain stretch; Coolant leak,Volvo S60; Porsche Panamera; Subaru Outback,945000.00
Chevrolet Tahoe 2003,Chevrolet,Tahoe,2003,Pickup,2.2L I4 Turbo,CVT,421,No,Diesel,13,627,6,2,70,Fuel injector clogging; Hybrid battery cell imbalance; Brake pad wear prematurely; AC compressor failure; Oil leak from valve cover,Audi Q5; Volvo S60; Volvo XC60,547560.00
Jeep Cherokee 2012,Jeep,Cherokee,2012,Sports,1.5L I4,8-Speed Automatic,514,No,Petrol,8.2,365,10,2,70,Turbocharger lag; Power steering leak; Transmission jerking; Hybrid battery cell imbalance; Oil leak from valve cover,Jaguar E-Pace; Audi A3; Nissan GT-R,619560.00
Toyota Hilux 2007,Toyota,Hilux,2007,Pickup,2.4L I4,Manual,600,No,Petrol,16,407,2,6,75,AC compressor failure; Head gasket issue; Oil leak from valve cover; Battery degradation; Hybrid battery cell imbalance,Mazda 2; Land Rover Range Rover; Mazda MX-5,1405800.00
Jeep Wrangler 2012,Jeep,Wrangler,2012,Convertible,2.2L I4 Turbo,6-Speed Automatic,876,No,Petrol,16,570,6,2,60,Exhaust manifold crack; Transmission jerking; Fuel injector clogging; Airbag sensor warning; Oil leak from valve cover,Land Rover Defender; Mazda CX-5; BMW X1,1450800.00
Hyundai Kona 2024,Hyundai,Kona,2024,Pickup,2.0L I4,6-Speed Automatic,690,No,Petrol,14.5,585,4,6,55,Starter motor issues; Suspension noise; Hybrid battery cell imbalance; Airbag sensor warning; DPF clogging (diesel),Nissan GT-R; Honda Pilot; Hyundai Ioniq,9389520.00
Chevrolet Malibu 2006,Chevrolet,Malibu,2006,SUV,5.0L V8,6-Speed Automatic,870,No,Petrol,14.5,528,6,8,50,Alternator failure; Head gasket issue; Exhaust manifold crack; Oil leak from valve cover; Power steering leak,Nissan Leaf; Jeep Compass; Chevrolet Tahoe,1503720.00
Audi Q3 2022,Audi,Q3,2022,Convertible,1.4L I4,6-Speed Automatic,534,No,Petrol,16,337,6,6,50,Battery degradation; Oil leak from valve cover; Airbag sensor warning; Timing chain stretch; Head gasket issue,Volkswagen Touareg; BMW X3; Toyota Corolla Cross,9952560.00
Audi A4 2022,Audi,A4,2022,Sports,3.5L V6,6-Speed Automatic,655,No,Petrol,15.2,578,8,8,70,Exhaust manifold crack; Fuel injector clogging; Power steering leak; Infotainment touchscreen lag; Window regulator failure,Volkswagen ID.4; Tesla Model 3; BMW X3,10412280.00
Tesla Model 3 2011,Tesla,Model 3,2011,Convertible,Electric Dual Motor,CVT,604,No,Petrol,,265,8,4,,Fuel injector clogging; Starter motor issues; Turbocharger lag; Suspension noise; Infotainment touchscreen lag,Mazda 2; Toyota Land Cruiser; Toyota RAV4,2341800.00
Porsche Panamera 2019,Porsche,Panamera,2019,Hatchback,2.5L I4,8-Speed Automatic,817,No,Diesel,14,530,6,7,70,Hybrid battery cell imbalance; Transmission jerking; Window regulator failure; Suspension noise; Alternator failure,Audi Q7; Toyota Prius; Volvo XC40,7906320.00
Volkswagen Polo 2007,Volkswagen,Polo,2007,Hatchback,3.5L V6,6-Speed Automatic,536,No,Petrol,16.1,253,6,8,80,Exhaust manifold crack; Brake pad wear prematurely; Timing chain stretch; Suspension noise; DPF clogging (diesel),Nissan Juke; Kia Cerato; Kia Stinger,2073960.00
Hyundai Sonata 2022,Hyundai,Sonata,2022,Convertible,1.2L I4,Dual-Clutch (DCT),512,No,Petrol,9,218,2,7,45,Power steering leak; Head gasket issue; Battery degradation; Suspension noise; Starter motor issues,Honda HR-V; Mazda 2; Volvo V60,5161680.00
Honda Fit 2010,Honda,Fit,2010,Coupe,1.8L I4,Automatic,817,No,Petrol,17,643,10,6,60,Fuel injector clogging; Power steering leak; Oil leak from valve cover; Alternator failure; Exhaust manifold crack,Mercedes-Benz S-Class; Toyota Yaris; Jaguar E-Pace,637920.00
Mazda MX-5 2023,Mazda,MX-5,2023,Crossover,1.6L I4,Automatic,636,No,Petrol,12,531,8,4,55,Window regulator failure; AC compressor failure; Alternator failure; Fuel injector clogging; Oil leak from valve cover,Ford Explorer; Subaru Forester; Chevrolet Corvette,7686360.00
Jeep Renegade 2002,Jeep,Renegade,2002,Coupe,1.0L I3,CVT,732,No,Electric,8.4,355,8,8,50,Starter motor issues; Turbocharger lag; Transmission jerking; Suspension noise; Infotainment touchscreen lag,BMW 7 Series; Nissan GT-R; Land Rover Velar,859680.00
Toyota Hilux 2018,Toyota,Hilux,2018,Pickup,1.5L I4,Automatic,670,No,Petrol,12.9,368,2,4,45,Brake pad wear prematurely; Hybrid battery cell imbalance; Battery degradation; Coolant leak; Starter motor issues,Mazda MX-5; Mercedes-Benz A-Class; Toyota Supra,3692880.00
Jaguar I-Pace 2018,Jaguar,I-Pace,2018,Coupe,Electric Dual Motor,Automatic,491,No,Petrol,,418,4,4,,Suspension noise; Starter motor issues; Window regulator failure; Timing chain stretch; Brake pad wear prematurely,Mercedes-Benz GLS; Toyota Corolla; Hyundai Santa Fe,6012720.00
Tesla Model Y 2022,Tesla,Model Y,2022,Pickup,2.2L I4 Turbo,CVT,466,No,Petrol,13.1,235,8,6,45,Oil leak from valve cover; Coolant leak; Window regulator failure; Airbag sensor warning; Suspension noise,Porsche Panamera; Nissan GT-R; Porsche Cayenne,13692240.00
Mercedes-Benz A-Class 2006,Mercedes-Benz,A-Class,2006,Hatchback,4.0L V8,Manual,407,No,Petrol,9,766,4,7,80,Suspension noise; Turbocharger lag; Power steering leak; DPF clogging (diesel); Fuel injector clogging,Volkswagen Touareg; Jeep Cherokee; Mitsubishi Eclipse Cross,1593360.00
BMW X5 2014,BMW,X5,2014,SUV,2.4L I4,Automatic,507,No,Electric,17.8,356,4,4,80,AC compressor failure; Alternator failure; Transmission jerking; Fuel injector clogging; Starter motor issues,Chevrolet Corvette; BMW 3 Series; Mercedes-Benz G-Class,4197600.00
Tesla Model Y 2001,Tesla,Model Y,2001,Coupe,4.0L V8,Automatic,508,No,Petrol,11.9,690,4,2,45,Coolant leak; Oil leak from valve cover; Fuel injector clogging; Hybrid battery cell imbalance; Power steering leak,Nissan Altima; Audi Q5; Toyota Camry,529920.00
Land Rover Evoque 2007,Land Rover,Evoque,2007,Sports,2.5L I4,Manual,565,No,Diesel,8.7,594,4,6,40,Head gasket issue; Transmission jerking; Hybrid battery cell imbalance; Timing chain stretch; Power steering leak,Subaru Legacy; Mazda CX-3; Ford Edge,2085840.00
Kia Seltos 2025,Kia,Seltos,2025,Coupe,Electric Dual Motor,Manual,428,No,Electric,,268,6,2,,DPF clogging (diesel); Fuel injector clogging; Turbocharger lag; Coolant leak; Infotainment touchscreen lag,Land Rover Discovery; Volkswagen ID.4; Toyota Hilux,11502720.00
Porsche Taycan 2002,Porsche,Taycan,2002,Pickup,4.0L V8,8-Speed Automatic,702,No,Petrol,11.6,389,2,6,40,Starter motor issues; AC compressor failure; Fuel injector clogging; Suspension noise; DPF clogging (diesel),Toyota Prius; Honda Accord; Porsche Cayman,360000.00
Nissan Maxima 2023,Nissan,Maxima,2023,MPV,1.4L I4,Automatic,437,No,Petrol,15.5,640,10,6,75,Coolant leak; Exhaust manifold crack; Window regulator failure; Hybrid battery cell imbalance; Oil leak from valve cover,Jaguar XJ; Mitsubishi Pajero; Audi A4,7452360.00
Honda CR-V 2015,Honda,CR-V,2015,Hatchback,Electric Dual Motor,Automatic,608,No,Electric,,335,8,8,,Hybrid battery cell imbalance; AC compressor failure; Window regulator failure; Infotainment touchscreen lag; Power steering leak,Land Rover Range Rover Sport; Subaru Forester; Audi Q7,3407760.00
BMW X3 2006,BMW,X3,2006,Hatchback,1.5L I4,8-Speed Automatic,722,No,Petrol,9.9,724,10,8,65,Suspension noise; Timing chain stretch; Alternator failure; Starter motor issues; Oil leak from valve cover,Nissan GT-R; Honda Civic; Subaru Forester,485640.00
Toyota Land Cruiser 2015,Toyota,Land Cruiser,2015,SUV,4.0L V8,CVT,688,No,Diesel,10.8,207,2,2,50,DPF clogging (diesel); Coolant leak; Window regulator failure; Hybrid battery cell imbalance; Transmission jerking,Land Rover Evoque; Porsche Panamera; Jeep Grand Cherokee,2229120.00
Hyundai Kona 2014,Hyundai,Kona,2014,Hatchback,Electric Motor (single),CVT,403,No,Petrol,,636,2,5,,Infotainment touchscreen lag; Oil leak from valve cover; AC compressor failure; DPF clogging (diesel); Timing chain stretch,Kia Seltos; Audi A4; Mitsubishi Outlander,1826640.00
BMW 3 Series 2023,BMW,3 Series,2023,Convertible,4.0L V8,CVT,715,No,Petrol,8.8,779,6,4,90,Hybrid battery cell imbalance; Timing chain stretch; Infotainment touchscreen lag; Brake pad wear prematurely; Oil leak from valve cover,Mazda 2; Mitsubishi Lancer; Toyota RAV4,13033080.00
Mercedes-Benz S-Class 2011,Mercedes-Benz,S-Class,2011,Sports,1.5L I4,Automatic,482,No,Petrol,12.3,440,2,5,90,Transmission jerking; Head gasket issue; Coolant leak; Infotainment touchscreen lag; Hybrid battery cell imbalance,Hyundai Santa Fe; Jeep Renegade; Land Rover Evoque,1972800.00
Volkswagen ID.4 2009,Volkswagen,ID.4,2009,MPV,2.2L I4 Turbo,CVT,802,Yes,Diesel,14.1,605,10,7,90,Timing chain stretch; Airbag sensor warning; Fuel injector clogging; Coolant leak; Window regulator failure,Audi A6; Hyundai Elantra; Jeep Compass,655200.00
Volkswagen Golf 2016,Volkswagen,Golf,2016,Pickup,1.8L I4,Automatic,424,No,Petrol,9.3,688,4,7,80,Head gasket issue; Exhaust manifold crack; Fuel injector clogging; Alternator failure; Timing chain stretch,Nissan Altima; Toyota RAV4; Volvo V60,1412280.00
Chevrolet Silverado 2022,Chevrolet,Silverado,2022,Crossover,1.8L I4,Manual,789,Yes,Petrol,17,731,6,4,60,DPF clogging (diesel); Battery degradation; Infotainment touchscreen lag; Power steering leak; Starter motor issues,Nissan Navara; Ford F-150; Volkswagen Golf,7100640.00
Toyota Corolla 2009,Toyota,Corolla,2009,Sedan,2.4L I4,8-Speed Automatic,834,No,Diesel,9.5,428,10,2,40,Starter motor issues; Battery degradation; Alternator failure; Airbag sensor warning; Coolant leak,Volvo C40; Tesla Model 3; Mazda MX-5,549720.00
Tesla Model Y 2006,Tesla,Model Y,2006,Coupe,3.0L V6,8-Speed Automatic,721,No,Petrol,8,640,2,7,90,Brake pad wear prematurely; Turbocharger lag; Fuel injector clogging; Battery degradation; Transmission jerking,Volkswagen Tiguan; Kia Carnival; Jeep Wrangler,822240.00
Subaru WRX 2002,Subaru,WRX,2002,Sports,1.4L I4,Automatic,681,No,Diesel,11,387,4,6,50,Starter motor issues; Oil leak from valve cover; Timing chain stretch; Brake pad wear prematurely; Transmission jerking,Hyundai Kona; Mercedes-Benz A-Class; Volkswagen Touareg,843120.00
Mazda 3 2020,Mazda,3,2020,MPV,1.5L I4,Manual,518,No,Petrol,12.2,605,10,2,40,Coolant leak; Infotainment touchscreen lag; Starter motor issues; Fuel injector clogging; Hybrid battery cell imbalance,Ford Escape; Chevrolet Corvette; Honda Pilot,5494320.00
Land Rover Discovery 2009,Land Rover,Discovery,2009,MPV,1.4L I4,Dual-Clutch (DCT),496,No,Petrol,16.4,259,4,4,80,Battery degradation; Oil leak from valve cover; Suspension noise; Coolant leak; Fuel injector clogging,Mazda CX-5; Tesla Model 3; Mercedes-Benz A-Class,1727640.00
Jeep Cherokee 2024,Jeep,Cherokee,2024,Pickup,1.8L I4,Automatic,468,No,Petrol,15.9,209,4,2,50,Infotainment touchscreen lag; Hybrid battery cell imbalance; Alternator failure; Brake pad wear prematurely; Head gasket issue,Audi A8; Toyota Land Cruiser; Audi A4,5429160.00
BMW X3 2013,BMW,X3,2013,Hatchback,Electric Motor (single),Dual-Clutch (DCT),362,No,Petrol,,667,6,2,,Window regulator failure; DPF clogging (diesel); Starter motor issues; Power steering leak; Battery degradation,Kia Seltos; Volkswagen Polo; Ford Focus,3798360.00
Mercedes-Benz S-Class 2020,Mercedes-Benz,S-Class,2020,Sedan,3.5L V6,Automatic,440,No,Petrol,10.3,795,10,5,75,Suspension noise; Timing chain stretch; AC compressor failure; Brake pad wear prematurely; Fuel injector clogging,Chevrolet Silverado; Ford Explorer; Nissan Navara,8581320.00
Mitsubishi Pajero 2014,Mitsubishi,Pajero,2014,Sedan,1.4L I4,8-Speed Automatic,446,No,Petrol,9.6,335,6,2,65,Oil leak from valve cover; Window regulator failure; DPF clogging (diesel); Fuel injector clogging; Exhaust manifold crack,Nissan Altima; Mitsubishi Outlander; Porsche Cayman,2937600.00
Kia Seltos 2013,Kia,Seltos,2013,SUV,1.5L I4,8-Speed Automatic,873,No,Petrol,14.4,432,10,6,50,Power steering leak; Starter motor issues; Infotainment touchscreen lag; Head gasket issue; Turbocharger lag,Chevrolet Corvette; Kia Stinger; Ford Mustang,1282320.00
Porsche Taycan 2010,Porsche,Taycan,2010,Sports,4.0L V8,Dual-Clutch (DCT),544,No,Diesel,15.2,350,4,6,55,Brake pad wear prematurely; Window regulator failure; Turbocharger lag; Suspension noise; Alternator failure,Honda Fit; Honda Pilot; Ford Escape,1077840.00
Nissan Navara 2016,Nissan,Navara,2016,Coupe,1.2L I4,Automatic,752,No,Diesel,15.4,251,2,6,40,Power steering leak; Transmission jerking; Oil leak from valve cover; Timing chain stretch; Starter motor issues,Nissan Altima; Volkswagen Passat; Subaru Forester,2403720.00
Mercedes-Benz GLS 2010,Mercedes-Benz,GLS,2010,Hatchback,1.5L I4,Dual-Clutch (DCT),488,No,Diesel,17.5,460,4,4,80,Window regulator failure; Suspension noise; Exhaust manifold crack; AC compressor failure; Battery degradation,Chevrolet Tahoe; Chevrolet Equinox; Nissan Rogue,1547640.00
Subaru WRX 2012,Subaru,WRX,2012,MPV,3.0L V6,6-Speed Automatic,702,No,Petrol,17.6,399,2,8,80,Brake pad wear prematurely; Airbag sensor warning; Transmission jerking; Coolant leak; Head gasket issue,Toyota Hilux; Kia Cerato; Porsche Macan,1673640.00
Volvo XC40 2016,Volvo,XC40,2016,MPV,3.0L V6,Manual,637,Yes,Petrol,16.6,586,10,8,65,Turbocharger lag; Infotainment touchscreen lag; Brake pad wear prematurely; Window regulator failure; Power steering leak,Mercedes-Benz A-Class; Mazda MX-5; Land Rover Velar,3790800.00
BMW 7 Series 2019,BMW,7 Series,2019,Pickup,3.0L V6,Dual-Clutch (DCT),537,No,Diesel,12.7,374,4,5,90,Starter motor issues; AC compressor failure; DPF clogging (diesel); Turbocharger lag; Hybrid battery cell imbalance,Honda Fit; Chevrolet Equinox; Chevrolet Camaro,6419520.00
Toyota Land Cruiser 2018,Toyota,Land Cruiser,2018,SUV,1.8L I4,Automatic,459,Yes,Diesel,17.6,620,4,2,50,Exhaust manifold crack; Infotainment touchscreen lag; Airbag sensor warning; Hybrid battery cell imbalance; Timing chain stretch,Volkswagen Golf; Volvo C40; Mercedes-Benz C-Class,3882960.00
Mazda 3 2019,Mazda,3,2019,SUV,2.5L I4,6-Speed Automatic,421,No,Petrol,14.6,726,2,8,80,Infotainment touchscreen lag; Alternator failure; Brake pad wear prematurely; Coolant leak; Exhaust manifold crack,Ford Mustang; Ford Explorer; Volkswagen ID.4,3841200.00
Porsche Cayenne 2022,Porsche,Cayenne,2022,Hatchback,1.8L I4,Manual,490,No,Petrol,16.3,278,6,8,60,Head gasket issue; Alternator failure; Battery degradation; Starter motor issues; DPF clogging (diesel),Jeep Renegade; Porsche Cayman; Jeep Wrangler,10830960.00
Hyundai Elantra 2024,Hyundai,Elantra,2024,Coupe,1.5L I4,8-Speed Automatic,534,No,Petrol,11.1,512,4,8,40,Oil leak from valve cover; Hybrid battery cell imbalance; Suspension noise; Head gasket issue; Power steering leak,Jaguar F-Pace; Mitsubishi Eclipse Cross; Audi e-tron,8233920.00
Kia Stinger 2024,Kia,Stinger,2024,Convertible,4.0L V8,6-Speed Automatic,544,No,Petrol,11.1,321,10,6,50,Brake pad wear prematurely; Transmission jerking; Suspension noise; Alternator failure; Starter motor issues,Land Rover Evoque; Chevrolet Traverse; Mercedes-Benz G-Class,9038160.00
Honda HR-V 2000,Honda,HR-V,2000,Hatchback,2.5L I4,6-Speed Automatic,423,No,Petrol,13.3,315,6,8,75,Head gasket issue; Exhaust manifold crack; Alternator failure; Turbocharger lag; Power steering leak,Volvo V60; Mercedes-Benz C-Class; Jeep Compass,1248120.00
Porsche Cayenne 2019,Porsche,Cayenne,2019,Sports,2.4L I4,8-Speed Automatic,449,No,Petrol,10,762,2,2,55,DPF clogging (diesel); Airbag sensor warning; Exhaust manifold crack; AC compressor failure; Suspension noise,Toyota Corolla; Ford EcoSport; Toyota Camry,7472160.00
Mitsubishi Pajero 2006,Mitsubishi,Pajero,2006,Hatchback,4.0L V8,Automatic,401,No,Petrol,16.1,476,4,7,55,Coolant leak; AC compressor failure; Battery degradation; Suspension noise; DPF clogging (diesel),Mercedes-Benz GLE; Ford EcoSport; Volvo V60,2174400.00
Mercedes-Benz A-Class 2014,Mercedes-Benz,A-Class,2014,Pickup,5.0L V8,Automatic,490,No,Electric,10.1,713,10,6,55,Brake pad wear prematurely; Power steering leak; DPF clogging (diesel); Turbocharger lag; Infotainment touchscreen lag,Nissan Juke; Jeep Cherokee; Mercedes-Benz G-Class,4541040.00
Subaru Outback 2007,Subaru,Outback,2007,MPV,5.0L V8,8-Speed Automatic,894,No,Petrol,8.7,358,10,4,55,Timing chain stretch; Starter motor issues; Alternator failure; Head gasket issue; Airbag sensor warning,BMW 3 Series; Volvo C40; Ford Edge,792720.00
Volvo XC40 2010,Volvo,XC40,2010,Crossover,1.0L I3,Dual-Clutch (DCT),652,No,Petrol,12.2,579,10,4,40,Coolant leak; Head gasket issue; Alternator failure; Fuel injector clogging; Timing chain stretch,Honda CR-V; Nissan Navara; Mitsubishi Lancer,2966400.00
Jaguar F-Pace 2013,Jaguar,F-Pace,2013,Sports,1.5L I4,Dual-Clutch (DCT),755,No,Electric,12.2,746,4,7,60,Battery degradation; Power steering leak; Suspension noise; AC compressor failure; Starter motor issues,Mazda CX-5; Mazda 3; Subaru BRZ,4228920.00
Subaru Legacy 2024,Subaru,Legacy,2024,Coupe,1.8L I4,8-Speed Automatic,694,No,Petrol,12.5,515,10,7,90,Exhaust manifold crack; Suspension noise; Infotainment touchscreen lag; Coolant leak; Timing chain stretch,Volkswagen ID.4; Land Rover Evoque; Toyota RAV4,8706240.00
Jeep Cherokee 2004,Jeep,Cherokee,2004,MPV,1.0L I3,Dual-Clutch (DCT),721,No,Diesel,12.1,511,2,6,90,Airbag sensor warning; Hybrid battery cell imbalance; Power steering leak; AC compressor failure; Head gasket issue,Volvo XC90; Kia Cerato; Porsche Panamera,1148400.00
Volkswagen Touareg 2011,Volkswagen,Touareg,2011,MPV,2.5L I4,Dual-Clutch (DCT),438,No,Petrol,14.1,716,6,2,70,Window regulator failure; Timing chain stretch; Transmission jerking; Airbag sensor warning; Infotainment touchscreen lag,Jeep Grand Cherokee; Jaguar I-Pace; Nissan Maxima,627840.00
Subaru Forester 2024,Subaru,Forester,2024,MPV,1.0L I3,CVT,561,Yes,Petrol,14.6,727,8,2,65,Suspension noise; Alternator failure; Oil leak from valve cover; Airbag sensor warning; Hybrid battery cell imbalance,Volvo XC90; Ford Mustang; Jeep Wrangler,7341480.00
Subaru Forester 2017,Subaru,Forester,2017,Sports,1.2L I4,Manual,491,No,Diesel,11.6,306,4,2,80,Coolant leak; Exhaust manifold crack; Airbag sensor warning; Brake pad wear prematurely; Oil leak from valve cover,Mitsubishi ASX; Kia Cerato; Audi Q5,2705040.00
Jaguar E-Pace 2015,Jaguar,E-Pace,2015,Hatchback,2.4L I4,6-Speed Automatic,683,No,Electric,10.4,352,8,5,40,Oil leak from valve cover; AC compressor failure; Brake pad wear prematurely; Airbag sensor warning; Battery degradation,Mazda CX-30; Jeep Grand Cherokee; Nissan Altima,5390280.00
Porsche Cayenne 2020,Porsche,Cayenne,2020,Coupe,2.0L I4,Manual,598,No,Petrol,15.7,396,8,7,60,DPF clogging (diesel); Window regulator failure; Oil leak from valve cover; Head gasket issue; Power steering leak,Toyota Hilux; Nissan GT-R; Jaguar E-Pace,8593920.00
Ford F-150 2003,Ford,F-150,2003,Coupe,2.0L I4,Dual-Clutch (DCT),854,No,Petrol,10.7,502,6,5,50,Airbag sensor warning; Oil leak from valve cover; Hybrid battery cell imbalance; Power steering leak; Fuel injector clogging,Tesla Model Y; Land Rover Velar; Jeep Grand Cherokee,1493640.00
Tesla Model 3 2009,Tesla,Model 3,2009,SUV,1.2L I4,Dual-Clutch (DCT),803,No,Petrol,17.1,646,8,4,65,DPF clogging (diesel); Suspension noise; Exhaust manifold crack; Coolant leak; Alternator failure,Toyota RAV4; Kia EV6; Audi Q5,2919960.00
BMW X3 2014,BMW,X3,2014,Crossover,1.0L I3,CVT,557,No,Petrol,13.4,533,6,7,55,Airbag sensor warning; DPF clogging (diesel); Infotainment touchscreen lag; Suspension noise; Alternator failure,Audi Q5; Jaguar I-Pace; Audi A8,4491720.00
Kia Rio 2015,Kia,Rio,2015,MPV,1.4L I4,Automatic,570,No,Petrol,9.7,257,2,8,55,Hybrid battery cell imbalance; Starter motor issues; Suspension noise; Turbocharger lag; Head gasket issue,Mitsubishi Outlander; Audi Q5; Chevrolet Equinox,3166200.00
Jeep Compass 2013,Jeep,Compass,2013,Sports,2.4L I4,8-Speed Automatic,774,No,Petrol,11.2,528,10,5,50,Suspension noise; Exhaust manifold crack; Transmission jerking; Airbag sensor warning; Battery degradation,Kia Sorento; Nissan Leaf; Jeep Grand Cherokee,716400.00
Nissan GT-R 2011,Nissan,GT-R,2011,Hatchback,1.4L I4,Dual-Clutch (DCT),428,No,Petrol,16.5,248,6,5,90,Turbocharger lag; Fuel injector clogging; Window regulator failure; Coolant leak; Transmission jerking,Mitsubishi Outlander; Audi Q3; Subaru BRZ,998640.00
BMW X5 2004,BMW,X5,2004,Sports,2.5L I4,Dual-Clutch (DCT),774,No,Petrol,9.1,672,2,5,90,Transmission jerking; Exhaust manifold crack; Window regulator failure; Brake pad wear prematurely; Fuel injector clogging,BMW X7; Ford F-150; Tesla Model 3,666720.00
Audi e-tron 2016,Audi,e-tron,2016,Pickup,1.0L I3,Automatic,463,No,Petrol,16.7,270,4,4,80,Airbag sensor warning; Suspension noise; DPF clogging (diesel); Oil leak from valve cover; Power steering leak,Jaguar I-Pace; Mercedes-Benz GLS; Honda Civic,4524120.00
Tesla Model 3 2017,Tesla,Model 3,2017,Sedan,Electric Dual Motor,Automatic,584,No,Petrol,,264,6,4,,Alternator failure; Window regulator failure; Transmission jerking; DPF clogging (diesel); Infotainment touchscreen lag,BMW i4; Kia Carnival; Audi A6,7618320.00
Land Rover Defender 2001,Land Rover,Defender,2001,Hatchback,1.5L I4,8-Speed Automatic,582,No,Petrol,10.9,590,8,2,75,Window regulator failure; Hybrid battery cell imbalance; Suspension noise; Exhaust manifold crack; Turbocharger lag,Audi A6; BMW X7; Mazda MX-5,522720.00
Chevrolet Traverse 2019,Chevrolet,Traverse,2019,Convertible,2.4L I4,Dual-Clutch (DCT),534,No,Petrol,14.1,788,10,2,40,Alternator failure; Oil leak from valve cover; Coolant leak; Infotainment touchscreen lag; Power steering leak,Toyota Hilux; Jaguar I-Pace; Audi Q5,3345840.00
Kia Sportage 2022,Kia,Sportage,2022,Convertible,1.4L I4,8-Speed Automatic,739,No,Diesel,9.7,501,8,5,80,Head gasket issue; Transmission jerking; Window regulator failure; Battery degradation; Coolant leak,Mazda 2; Porsche 911; Tesla Model S,5310360.00
